pet1_breed,pet1_size,pet1_energy,pet1_temperament,pet1_age,pet1_social,pet1_weight,pet2_breed,pet2_size,pet2_energy,pet2_temperament,pet2_age,pet2_social,pet2_weight,compatibility_score
Shih Tzu,small,low,calm,6,0.6714826913086768,19,Shih Tzu,small,low,calm,2,0.5105441714015776,23,0.9588088401166127
Pomeranian,small,medium,bold,10,0.5659131416115563,23,Golden Retriever,large,medium,friendly,4,0.9943214717143053,76,0.5470365244149092
Poodle,medium,high,intelligent,10,0.6883729324656219,30,Corgi,small,medium,friendly,10,0.71458737456555,8,0.7372782122543065
Pomeranian,small,medium,bold,14,0.24030577483455345,16,Border Collie,medium,low,intelligent,11,0.6353742920030794,55,0.5809278729801839
Husky,large,high,energetic,12,0.6629470112438786,85,Border Collie,medium,high,intelligent,4,0.6903722536899599,45,0.8647545450454425
Boxer,large,high,playful,1,0.8041790221058449,85,Bulldog,medium,high,calm,7,0.5253114769145453,56,0.7729463476114744
Boxer,large,medium,playful,10,0.7855483066078122,64,Border Collie,medium,high,intelligent,14,0.7074115594851923,43,0.6890323603911661
Golden Retriever,large,high,friendly,10,0.9403009343047679,94,Border Collie,medium,medium,intelligent,14,0.6302917881087999,34,0.6411341325503122
Husky,large,high,energetic,11,0.8207397010985628,71,Poodle,medium,medium,intelligent,6,0.7553122545223165,54,0.6195326711774525
Labrador,large,high,friendly,5,0.9649925402616535,92,Pomeranian,small,medium,bold,8,0.4146065052854101,9,0.45348244025542145
Chihuahua,small,medium,nervous,2,0.4201618113508644,24,Shih Tzu,small,low,calm,14,0.5841341880280391,19,0.6618331581430421
Labrador,large,medium,friendly,8,0.7444886146443483,66,Husky,large,high,energetic,3,0.7532338974931515,94,0.7665016620988675
German Shepherd,large,high,protective,2,0.78591841321108,67,Labrador,large,high,friendly,1,0.9919406916407923,93,1.0
Bulldog,medium,high,calm,7,0.6529570467697435,28,Poodle,medium,medium,intelligent,3,0.650899180193566,52,0.8271374025025049
Rottweiler,large,medium,protective,7,0.38536788495692353,87,Shih Tzu,small,low,calm,5,0.7369391244725026,9,0.47695011753491195
Husky,large,high,energetic,4,0.5688203148496288,70,Border Collie,medium,low,intelligent,1,0.724075152498503,40,0.3489820339833464
Golden Retriever,large,high,friendly,14,0.893983487142245,66,Dachshund,small,medium,stubborn,4,0.3897263702682864,11,0.22139940592022572
Golden Retriever,large,medium,friendly,8,0.8883550978305478,94,Bulldog,medium,low,calm,8,0.702884292602447,56,0.8048056916937917
Rottweiler,large,medium,protective,2,0.356340723974327,70,Pomeranian,small,medium,bold,11,0.6476955830486482,18,0.42591276399889844
Dachshund,small,medium,stubborn,13,0.6151577586415932,11,Pomeranian,small,medium,bold,4,0.5064864365940738,17,0.8299076318592962
Shih Tzu,small,medium,calm,6,0.5831338578778847,17,Chihuahua,small,medium,nervous,1,0.43958249555585366,22,0.8611151741536636
Golden Retriever,large,high,friendly,5,0.9517534000575147,68,Poodle,medium,medium,intelligent,14,0.6002351197343628,37,0.5262485814155035
German Shepherd,large,medium,protective,13,0.5851134775819833,72,Bulldog,medium,high,calm,7,0.5040278494674472,44,0.5738771102064739
Rottweiler,large,medium,protective,6,0.39037913110082284,76,Labrador,large,medium,friendly,8,1.0,93,0.9770094689586698
Chihuahua,small,medium,nervous,13,0.33676810532383167,11,Rottweiler,large,high,protective,8,0.7200767699773895,67,0.2960244533025133
Border Collie,medium,medium,intelligent,12,0.7824495292570961,49,Labrador,large,high,friendly,9,0.8941168920571296,88,0.8724006050967258
Corgi,small,medium,friendly,2,0.6503672099334391,21,Border Collie,medium,high,intelligent,5,0.7506629746863457,45,0.7367332993743347
Labrador,large,high,friendly,12,0.935486616516315,62,Border Collie,medium,high,intelligent,6,0.7028837632679914,29,0.9551020544087386
Labrador,large,high,friendly,2,0.9653885548674065,98,Husky,large,high,energetic,12,0.535911563228728,64,0.7287516194512478
Beagle,medium,high,friendly,5,0.723968822023043,48,Pomeranian,small,medium,bold,3,0.5558378297481913,11,0.6531657981170035
German Shepherd,large,high,protective,1,0.4232935708236534,84,Husky,large,high,energetic,13,0.6857488699836274,82,0.8616368470234862
Chihuahua,small,medium,nervous,1,0.3869984012736544,5,Shih Tzu,small,low,calm,10,0.49433273165671765,17,0.4942954752222406
Labrador,large,high,friendly,6,0.7861734144876157,88,Poodle,medium,medium,intelligent,13,0.8013276777900774,26,0.5749074611533465
Golden Retriever,large,high,friendly,14,0.7671684979404261,74,Beagle,medium,high,friendly,14,0.8354309354965976,32,1.0
Bulldog,medium,high,calm,10,0.7213398359797268,43,Pomeranian,small,medium,bold,13,0.5463336139178514,13,0.6931196114852476
Bulldog,medium,low,calm,3,0.5154342267765741,28,Shih Tzu,small,low,calm,7,0.5995628580247737,16,0.9137282836237853
Pomeranian,small,medium,bold,12,0.6973189876733842,20,Rottweiler,large,medium,protective,6,0.6648503399437632,76,0.579306256719082
Husky,large,high,energetic,14,0.686569356960066,95,Beagle,medium,high,friendly,10,0.7512438773804618,42,0.9022790627201606
Border Collie,medium,high,intelligent,5,0.7961683445212271,46,Border Collie,medium,high,intelligent,9,0.6483948501802472,33,0.8717467333889715
Border Collie,medium,high,intelligent,2,0.6595276617755074,45,Golden Retriever,large,high,friendly,1,0.8000141099579762,97,1.0
Chihuahua,small,medium,nervous,12,0.3228814264691769,16,Labrador,large,high,friendly,6,0.8144519011142696,71,0.3528320899669139
Chihuahua,small,medium,nervous,1,0.4470418748160231,22,Bulldog,medium,low,calm,12,0.6337953077878148,30,0.5801019203231821
Husky,large,low,energetic,6,0.6105778622941815,60,Chihuahua,small,medium,nervous,6,0.34152667406860937,8,0.49213153395069253
Shih Tzu,small,high,calm,2,0.7009716786778095,10,Chihuahua,small,medium,nervous,6,0.4900373975126744,23,0.8526868405015544
Chihuahua,small,medium,nervous,10,0.49704160297564026,11,Poodle,medium,high,intelligent,7,0.6764933609988021,29,0.7473898511965102
Corgi,small,medium,friendly,3,0.6663394267233845,12,Chihuahua,small,medium,nervous,7,0.419295442189632,8,0.8686411685736465
German Shepherd,large,high,protective,5,0.5960470691823769,79,Boxer,large,medium,playful,10,0.7863493463917117,83,0.7165632206855141
Labrador,large,high,friendly,4,1.0,66,Golden Retriever,large,high,friendly,6,0.9742606091373082,62,0.9423283272674048
Border Collie,medium,high,intelligent,12,0.42019719493907365,48,Golden Retriever,large,high,friendly,5,1.0,88,0.81168397313297
Bulldog,medium,low,calm,12,0.6947779044444258,29,Pomeranian,small,medium,bold,2,0.4657652444040505,12,0.5797668448988158
Husky,large,low,energetic,9,0.7045476864288042,97,Pomeranian,small,low,bold,5,0.4092160314735479,6,0.564113784186964
Bulldog,medium,low,calm,14,0.8819048919776992,50,Beagle,medium,high,friendly,14,0.801738068328367,28,0.7711518976173503
Corgi,small,medium,friendly,1,0.6260138376622085,16,Dachshund,small,medium,stubborn,7,0.5977325909057893,16,0.852512058067183
Poodle,medium,medium,intelligent,1,0.7726456943805671,50,Shih Tzu,small,low,calm,9,0.6598820164698115,17,0.6491473590475164
Shih Tzu,small,low,calm,10,0.5028819528499262,16,Boxer,large,high,playful,12,0.7773900792875176,89,0.20089078140279562
Husky,large,medium,energetic,12,0.80868274044484,62,Boxer,large,high,playful,10,0.7222897541882262,74,0.8504635190361114
Bulldog,medium,low,calm,2,0.7212583215434988,43,Golden Retriever,large,medium,friendly,9,0.9619275233739742,70,0.7777492694923881
Golden Retriever,large,high,friendly,5,0.994691806926003,78,Boxer,large,high,playful,4,0.8376059351609808,65,0.9508911924257172
Golden Retriever,large,high,friendly,7,0.8082602382819628,88,Dachshund,small,medium,stubborn,10,0.664274693575887,7,0.3891325950519745
Golden Retriever,large,high,friendly,11,0.9374108904599827,94,Dachshund,small,medium,stubborn,11,0.4847048830058514,21,0.5588239865204515
Poodle,medium,medium,intelligent,10,0.7904571478666305,51,Poodle,medium,medium,intelligent,12,0.6686237801082289,51,1.0
Beagle,medium,high,friendly,2,0.8396331058092134,34,Chihuahua,small,medium,nervous,9,0.4565020829113363,9,0.65220541192895
Husky,large,high,energetic,14,0.6269557779779782,92,Golden Retriever,large,high,friendly,6,0.9067214866686071,76,0.950631509794133
Pomeranian,small,medium,bold,3,0.5618161746472382,10,Corgi,small,medium,friendly,10,0.724220055078423,7,0.9025595973665611
Poodle,medium,medium,intelligent,1,0.8598458206091935,33,Labrador,large,high,friendly,1,0.9920387294817798,91,1.0
Shih Tzu,small,low,calm,7,0.6776066538761383,14,Beagle,medium,high,friendly,1,0.838175645799821,37,0.4036233800546674
Border Collie,medium,high,intelligent,9,0.5220999151103864,34,Chihuahua,small,high,nervous,3,0.5135668996908528,15,0.8271081454061151
Bulldog,medium,low,calm,7,0.9682952619835286,41,Bulldog,medium,low,calm,9,0.6391377814174042,59,1.0
Poodle,medium,medium,intelligent,13,0.6268750896647941,51,Shih Tzu,small,high,calm,6,0.6333760173935336,14,0.6939394398785058
Dachshund,small,medium,stubborn,3,0.564978473159405,11,Chihuahua,small,medium,nervous,5,0.39315557462194356,12,0.8343400826330439
Boxer,large,high,playful,1,0.8390040989825972,67,Labrador,large,high,friendly,5,0.8843484734023119,70,1.0
Rottweiler,large,medium,protective,4,0.6478203857900279,73,Labrador,large,high,friendly,14,0.9418226245308936,68,0.667830250921577
Chihuahua,small,medium,nervous,10,0.45835395862728656,11,Border Collie,medium,high,intelligent,13,0.6009865655946399,59,0.6608460310973526
Beagle,medium,high,friendly,5,0.8420690678163079,56,Border Collie,medium,high,intelligent,6,0.8635348904201321,29,1.0
Pomeranian,small,medium,bold,14,0.4708870229022229,7,Chihuahua,small,medium,nervous,5,0.31155200304560554,19,0.7184378581008755
Rottweiler,large,high,protective,13,0.30463288953521594,61,Labrador,large,medium,friendly,3,1.0,94,0.6062281210003062
Shih Tzu,small,low,calm,7,0.5516882251035355,19,Dachshund,small,medium,stubborn,7,0.4424155964914508,5,0.7135287122022146
Golden Retriever,large,high,friendly,9,0.8831752425820187,74,Chihuahua,small,medium,nervous,12,0.33274879256483714,13,0.4255910883486728
Husky,large,high,energetic,5,0.7389353040075758,74,Golden Retriever,large,high,friendly,14,0.8251977287254882,63,0.7764257024373511
Labrador,large,high,friendly,14,1.0,85,Rottweiler,large,medium,protective,2,0.42055025502051024,64,0.6356064426040013
Poodle,medium,medium,intelligent,13,0.6789021559813474,59,Golden Retriever,large,high,friendly,5,0.8844357046287082,73,0.6053580117187088
Beagle,medium,high,friendly,9,0.855459243084798,49,Border Collie,medium,high,intelligent,8,0.8088385456382328,56,0.9411147291399065
Golden Retriever,large,high,friendly,14,0.925295914486416,87,Bulldog,medium,low,calm,6,0.7049165114717226,38,0.5657392737296985
Husky,large,high,energetic,6,0.7424032664652116,97,German Shepherd,large,high,protective,10,0.6337054631413074,63,0.9724881650533763
Poodle,medium,medium,intelligent,13,0.8649250601712909,27,Golden Retriever,large,high,friendly,12,0.7673641328509214,88,0.8948875324484321
Beagle,medium,high,friendly,14,0.8294122658066652,30,Husky,large,low,energetic,5,0.44817404011159007,74,0.27299744973423484
Husky,large,high,energetic,8,0.6365344031620045,66,Boxer,large,high,playful,1,0.8433106839231618,62,0.8942815889547349
Bulldog,medium,low,calm,3,0.6416239034702169,38,Poodle,medium,medium,intelligent,3,0.8399799398913885,32,0.8197985974779332
Corgi,small,medium,friendly,9,0.8675233542205245,5,Bulldog,medium,low,calm,8,0.6605892901660492,37,0.8481469027956342
Bulldog,medium,low,calm,9,0.6630951668728831,30,Pomeranian,small,low,bold,4,0.46106764584256427,18,0.7918612511450229
Boxer,large,high,playful,13,0.9242902107359838,98,Pomeranian,small,medium,bold,13,0.38415881646418404,19,0.5848500097384969
Border Collie,medium,low,intelligent,12,0.6644465544946289,49,Husky,large,medium,energetic,5,0.581154166783076,80,0.7556459979875411
Shih Tzu,small,low,calm,12,0.521018774347946,23,Labrador,large,high,friendly,10,0.746823483729667,76,0.13840874822774696
Beagle,medium,high,friendly,3,0.631999878522238,42,Corgi,small,medium,friendly,4,0.3858669993106183,15,1.0
Bulldog,medium,medium,calm,6,0.7170873133101094,44,Poodle,medium,low,intelligent,4,0.745157001647982,37,0.7275958026082484
Pomeranian,small,medium,bold,1,0.5488768230249967,24,Labrador,large,medium,friendly,12,0.7031652595481503,93,0.5895133976412669
Labrador,large,high,friendly,14,0.873716118045968,98,Pomeranian,small,medium,bold,5,0.4321725689611534,18,0.2869147083718599
Poodle,medium,medium,intelligent,9,0.590265822939706,29,Corgi,small,medium,friendly,2,0.7563554522942857,7,0.7676048537772314
Golden Retriever,large,medium,friendly,7,0.9060830730013172,93,Rottweiler,large,medium,protective,8,0.36615240790440584,87,1.0
Husky,large,high,energetic,6,0.5939114651100356,84,Poodle,medium,low,intelligent,4,0.5735691010568049,25,0.46895497105027606
Boxer,large,high,playful,2,0.7363334298143192,69,Shih Tzu,small,low,calm,6,0.55065349357782,10,0.20288003671762855
Pomeranian,small,medium,bold,13,0.3583260914532692,23,Dachshund,small,medium,stubborn,10,0.5193992834514293,7,0.9010325201799665
Husky,large,medium,energetic,1,0.796660680822315,65,German Shepherd,large,high,protective,3,0.6219345114317797,91,0.8569711627823827
Shih Tzu,small,low,calm,9,0.6213365205209026,9,Boxer,large,high,playful,13,0.69085855401171,94,0.17451002841003285
Boxer,large,high,playful,1,0.7743587482482497,74,Poodle,medium,high,intelligent,3,0.7592334007215304,25,0.868340673474938
Corgi,small,medium,friendly,2,0.690321877975069,14,Pomeranian,small,medium,bold,12,0.39014270950813956,11,0.7578577304754729
Golden Retriever,large,high,friendly,13,0.8714264120773224,76,Golden Retriever,large,high,friendly,12,0.9601997646879584,70,0.9858462734298881
Rottweiler,large,medium,protective,4,0.5337143396243524,82,Shih Tzu,small,low,calm,3,0.7195981598893333,21,0.5814631536248014
Poodle,medium,medium,intelligent,2,0.5992672901280681,48,Husky,large,medium,energetic,4,0.7244989611417225,62,0.8534762582085264
Dachshund,small,medium,stubborn,10,0.6005756076002127,10,Husky,large,high,energetic,8,0.6244216747507989,67,0.4601667906523542
Shih Tzu,small,high,calm,1,0.5021707190564362,5,Golden Retriever,large,high,friendly,8,0.8639497976449497,97,0.6378148788805267
German Shepherd,large,high,protective,3,0.7690374779688625,65,Labrador,large,medium,friendly,5,0.8234527896982248,90,0.794668813721022
Boxer,large,high,playful,2,0.805300001982801,84,Shih Tzu,small,low,calm,9,0.5892306904104166,11,0.19139374539685752
Rottweiler,large,medium,protective,11,0.5549594646435565,61,German Shepherd,large,high,protective,13,0.6562167613168521,88,0.8225947580340808
Border Collie,medium,high,intelligent,7,0.7343373332011979,48,Beagle,medium,high,friendly,11,0.9438504072680386,47,0.927862647150091
Bulldog,medium,medium,calm,13,0.590258250013973,49,Golden Retriever,large,high,friendly,13,0.8632453975201683,74,0.6634864417126966
Husky,large,high,energetic,11,0.6349585777784637,79,Shih Tzu,small,low,calm,12,0.7193442471805921,8,0.324101638867778
Chihuahua,small,low,nervous,10,0.20623211112598777,8,Rottweiler,large,medium,protective,11,0.5475119500207893,87,0.3537827180056646
Border Collie,medium,high,intelligent,6,0.5977307944308717,47,Boxer,large,high,playful,8,0.87151364210617,77,0.8051170754812966
Poodle,medium,medium,intelligent,3,0.6252047865240287,46,German Shepherd,large,high,protective,5,0.5974309530403594,62,0.7670207815680401
Pomeranian,small,high,bold,1,0.48215673293367917,17,Chihuahua,small,medium,nervous,4,0.4241562256774579,8,0.7280820610075598
Labrador,large,medium,friendly,12,0.9842293168764173,91,Dachshund,small,medium,stubborn,4,0.27496682033180586,6,0.5517511461666907
Poodle,medium,medium,intelligent,10,0.8425769024427398,49,Husky,large,high,energetic,8,0.9226035746891639,62,0.8985665996795005
Bulldog,medium,low,calm,3,0.6452067620026916,43,Bulldog,medium,medium,calm,13,0.6585006501032007,38,0.8828062546609082
Dachshund,small,medium,stubborn,5,0.4405369441840076,5,Bulldog,medium,medium,calm,8,0.8004159245496084,43,0.7319487821963171
Corgi,small,medium,friendly,10,0.6642490995300886,23,Dachshund,small,medium,stubborn,3,0.5927306853649565,23,0.8890368400489908
Corgi,small,high,friendly,2,0.6579107609815409,17,Border Collie,medium,high,intelligent,10,0.7083545960317208,42,0.8042417765452825
Boxer,large,medium,playful,13,0.6654332671794367,72,Rottweiler,large,high,protective,7,0.4642791318308713,97,0.6881194655903867
Corgi,small,medium,friendly,3,0.6527778228353371,22,Boxer,large,high,playful,7,0.8317398831883346,69,0.3909254436031751
Beagle,medium,high,friendly,12,0.7166719265163715,55,Shih Tzu,small,medium,calm,13,0.645741934635873,15,0.8144751883097373
Dachshund,small,medium,stubborn,3,0.4217404777806735,7,Chihuahua,small,medium,nervous,13,0.3164606425363227,8,0.6758376359676912
Chihuahua,small,medium,nervous,7,0.35772813650064283,10,Golden Retriever,large,high,friendly,14,0.8204571622404971,73,0.5129679960793818
Shih Tzu,small,low,calm,8,0.6671996332817522,23,Beagle,medium,high,friendly,1,0.7220977535835404,33,0.41142275286259505
Poodle,medium,medium,intelligent,4,0.8104610009453139,49,Beagle,medium,high,friendly,12,0.9421481206080529,41,0.8642276900520955
Shih Tzu,small,low,calm,13,0.6229073413110342,13,Shih Tzu,small,low,calm,9,0.5619481987304698,5,0.9960864708537804
Pomeranian,small,medium,bold,3,0.6365307888990835,21,Corgi,small,medium,friendly,13,0.7181683885761314,22,0.8032620468535698
